nom_schema;nom_table;nom_variable_actuel;type_actuel;type_final;new_nom_variable
marts;mart_events;home_dec_yellow_cards_rolling_3;DOUBLE;DOUBLE;dec_home_yellow_cards_rolling_3
marts;mart_events;home_dec_yellow_cards_rolling_5;DOUBLE;DOUBLE;dec_home_yellow_cards_rolling_5
marts;mart_events;home_dec_yellow_cards_rolling_10;DOUBLE;DOUBLE;dec_home_yellow_cards_rolling_10
marts;mart_events;home_dec_fouls_committed_rolling_3;DOUBLE;DOUBLE;dec_home_fouls_committed_rolling_3
marts;mart_events;home_dec_fouls_committed_rolling_5;DOUBLE;DOUBLE;dec_home_fouls_committed_rolling_5
marts;mart_events;home_dec_fouls_committed_rolling_10;DOUBLE;DOUBLE;dec_home_fouls_committed_rolling_10
marts;mart_events;home_int_corners_for_3;HUGEINT;BIGINT;int_home_corners_for_3
marts;mart_events;home_dec_corner_danger_rate_for_3;DOUBLE;DOUBLE;dec_home_corner_danger_rate_for_3
marts;mart_events;home_dec_corner_conversion_rate_for_3;DOUBLE;DOUBLE;dec_home_corner_conversion_rate_for_3
marts;mart_events;home_int_corners_against_3;HUGEINT;BIGINT;int_home_corners_against_3
marts;mart_events;home_dec_corner_danger_rate_against_3;DOUBLE;DOUBLE;dec_home_corner_danger_rate_against_3
marts;mart_events;home_dec_corner_conversion_rate_against_3;DOUBLE;DOUBLE;dec_home_corner_conversion_rate_against_3
marts;mart_events;home_dec_corner_danger_intensity_for_3;DOUBLE;DOUBLE;dec_home_corner_danger_intensity_for_3
marts;mart_events;home_dec_corner_danger_intensity_against_3;DOUBLE;DOUBLE;dec_home_corner_danger_intensity_against_3
marts;mart_events;home_dec_corner_header_share_for_3;DOUBLE;DOUBLE;dec_home_corner_header_share_for_3
marts;mart_events;home_dec_corner_header_share_against_3;DOUBLE;DOUBLE;dec_home_corner_header_share_against_3
marts;mart_events;home_dec_corner_header_goal_share_for_3;DOUBLE;DOUBLE;dec_home_corner_header_goal_share_for_3
marts;mart_events;home_dec_corner_header_goal_share_against_3;DOUBLE;DOUBLE;dec_home_corner_header_goal_share_against_3
marts;mart_events;home_dec_corner_short_rate_for_3;DOUBLE;DOUBLE;dec_home_corner_short_rate_for_3
marts;mart_events;home_dec_corner_short_rate_against_3;DOUBLE;DOUBLE;dec_home_corner_short_rate_against_3
marts;mart_events;home_dec_corner_forced_bad_clearance_rate_for_3;DOUBLE;DOUBLE;dec_home_corner_forced_bad_clearance_rate_for_3
marts;mart_events;home_dec_corner_clearance_fail_rate_against_3;DOUBLE;DOUBLE;dec_home_corner_clearance_fail_rate_against_3
marts;mart_events;home_dec_corner_headed_clearance_rate_against_3;DOUBLE;DOUBLE;dec_home_corner_headed_clearance_rate_against_3
marts;mart_events;home_int_corners_for_5;HUGEINT;BIGINT;int_home_corners_for_5
marts;mart_events;home_dec_corner_danger_rate_for_5;DOUBLE;DOUBLE;dec_home_corner_danger_rate_for_5
marts;mart_events;home_dec_corner_conversion_rate_for_5;DOUBLE;DOUBLE;dec_home_corner_conversion_rate_for_5
marts;mart_events;home_int_corners_against_5;HUGEINT;BIGINT;int_home_corners_against_5
marts;mart_events;home_dec_corner_danger_rate_against_5;DOUBLE;DOUBLE;dec_home_corner_danger_rate_against_5
marts;mart_events;home_dec_corner_conversion_rate_against_5;DOUBLE;DOUBLE;dec_home_corner_conversion_rate_against_5
marts;mart_events;home_dec_corner_danger_intensity_for_5;DOUBLE;DOUBLE;dec_home_corner_danger_intensity_for_5
marts;mart_events;home_dec_corner_danger_intensity_against_5;DOUBLE;DOUBLE;dec_home_corner_danger_intensity_against_5
marts;mart_events;home_dec_corner_header_share_for_5;DOUBLE;DOUBLE;dec_home_corner_header_share_for_5
marts;mart_events;home_dec_corner_header_share_against_5;DOUBLE;DOUBLE;dec_home_corner_header_share_against_5
marts;mart_events;home_dec_corner_header_goal_share_for_5;DOUBLE;DOUBLE;dec_home_corner_header_goal_share_for_5
marts;mart_events;home_dec_corner_header_goal_share_against_5;DOUBLE;DOUBLE;dec_home_corner_header_goal_share_against_5
marts;mart_events;home_dec_corner_short_rate_for_5;DOUBLE;DOUBLE;dec_home_corner_short_rate_for_5
marts;mart_events;home_dec_corner_short_rate_against_5;DOUBLE;DOUBLE;dec_home_corner_short_rate_against_5
marts;mart_events;home_dec_corner_forced_bad_clearance_rate_for_5;DOUBLE;DOUBLE;dec_home_corner_forced_bad_clearance_rate_for_5
marts;mart_events;home_dec_corner_clearance_fail_rate_against_5;DOUBLE;DOUBLE;dec_home_corner_clearance_fail_rate_against_5
marts;mart_events;home_dec_corner_headed_clearance_rate_against_5;DOUBLE;DOUBLE;dec_home_corner_headed_clearance_rate_against_5
marts;mart_events;home_int_corners_for_10;HUGEINT;BIGINT;int_home_corners_for_10
marts;mart_events;home_dec_corner_danger_rate_for_10;DOUBLE;DOUBLE;dec_home_corner_danger_rate_for_10
marts;mart_events;home_dec_corner_conversion_rate_for_10;DOUBLE;DOUBLE;dec_home_corner_conversion_rate_for_10
marts;mart_events;home_int_corners_against_10;HUGEINT;BIGINT;int_home_corners_against_10
marts;mart_events;home_dec_corner_danger_rate_against_10;DOUBLE;DOUBLE;dec_home_corner_danger_rate_against_10
marts;mart_events;home_dec_corner_conversion_rate_against_10;DOUBLE;DOUBLE;dec_home_corner_conversion_rate_against_10
marts;mart_events;home_dec_corner_danger_intensity_for_10;DOUBLE;DOUBLE;dec_home_corner_danger_intensity_for_10
marts;mart_events;home_dec_corner_danger_intensity_against_10;DOUBLE;DOUBLE;dec_home_corner_danger_intensity_against_10
marts;mart_events;home_dec_corner_header_share_for_10;DOUBLE;DOUBLE;dec_home_corner_header_share_for_10
marts;mart_events;home_dec_corner_header_share_against_10;DOUBLE;DOUBLE;dec_home_corner_header_share_against_10
marts;mart_events;home_dec_corner_header_goal_share_for_10;DOUBLE;DOUBLE;dec_home_corner_header_goal_share_for_10
marts;mart_events;home_dec_corner_header_goal_share_against_10;DOUBLE;DOUBLE;dec_home_corner_header_goal_share_against_10
marts;mart_events;home_dec_corner_short_rate_for_10;DOUBLE;DOUBLE;dec_home_corner_short_rate_for_10
marts;mart_events;home_dec_corner_short_rate_against_10;DOUBLE;DOUBLE;dec_home_corner_short_rate_against_10
marts;mart_events;home_dec_corner_forced_bad_clearance_rate_for_10;DOUBLE;DOUBLE;dec_home_corner_forced_bad_clearance_rate_for_10
marts;mart_events;home_dec_corner_clearance_fail_rate_against_10;DOUBLE;DOUBLE;dec_home_corner_clearance_fail_rate_against_10
marts;mart_events;home_dec_corner_headed_clearance_rate_against_10;DOUBLE;DOUBLE;dec_home_corner_headed_clearance_rate_against_10
marts;mart_events;home_int_freekicks_for_3;HUGEINT;BIGINT;int_home_freekicks_for_3
marts;mart_events;home_dec_freekick_danger_rate_for_3;DOUBLE;DOUBLE;dec_home_freekick_danger_rate_for_3
marts;mart_events;home_dec_freekick_conversion_rate_for_3;DOUBLE;DOUBLE;dec_home_freekick_conversion_rate_for_3
marts;mart_events;home_int_freekicks_against_3;HUGEINT;BIGINT;int_home_freekicks_against_3
marts;mart_events;home_dec_freekick_danger_rate_against_3;DOUBLE;DOUBLE;dec_home_freekick_danger_rate_against_3
marts;mart_events;home_dec_freekick_conversion_rate_against_3;DOUBLE;DOUBLE;dec_home_freekick_conversion_rate_against_3
marts;mart_events;home_dec_freekick_danger_intensity_for_3;DOUBLE;DOUBLE;dec_home_freekick_danger_intensity_for_3
marts;mart_events;home_dec_freekick_danger_intensity_against_3;DOUBLE;DOUBLE;dec_home_freekick_danger_intensity_against_3
marts;mart_events;home_dec_freekick_header_share_for_3;DOUBLE;DOUBLE;dec_home_freekick_header_share_for_3
marts;mart_events;home_dec_freekick_header_share_against_3;DOUBLE;DOUBLE;dec_home_freekick_header_share_against_3
marts;mart_events;home_dec_freekick_header_goal_share_for_3;DOUBLE;DOUBLE;dec_home_freekick_header_goal_share_for_3
marts;mart_events;home_dec_freekick_header_goal_share_against_3;DOUBLE;DOUBLE;dec_home_freekick_header_goal_share_against_3
marts;mart_events;home_dec_freekick_forced_bad_clearance_rate_for_3;DOUBLE;DOUBLE;dec_home_freekick_forced_bad_clearance_rate_for_3
marts;mart_events;home_dec_freekick_clearance_fail_rate_against_3;DOUBLE;DOUBLE;dec_home_freekick_clearance_fail_rate_against_3
marts;mart_events;home_dec_freekick_headed_clearance_rate_against_3;DOUBLE;DOUBLE;dec_home_freekick_headed_clearance_rate_against_3
marts;mart_events;home_dec_freekick_direct_distance_avg_for_3;DOUBLE;DOUBLE;dec_home_freekick_direct_distance_avg_for_3
marts;mart_events;home_dec_freekick_direct_distance_avg_against_3;DOUBLE;DOUBLE;dec_home_freekick_direct_distance_avg_against_3
marts;mart_events;home_dec_freekick_direct_angle_avg_for_3;DOUBLE;DOUBLE;dec_home_freekick_direct_angle_avg_for_3
marts;mart_events;home_dec_freekick_direct_angle_avg_against_3;DOUBLE;DOUBLE;dec_home_freekick_direct_angle_avg_against_3
marts;mart_events;home_dec_freekick_zone_direct_rate_for_3;DOUBLE;DOUBLE;dec_home_freekick_zone_direct_rate_for_3
marts;mart_events;home_dec_freekick_zone_direct_rate_against_3;DOUBLE;DOUBLE;dec_home_freekick_zone_direct_rate_against_3
marts;mart_events;home_dec_freekick_zone_crossed_rate_for_3;DOUBLE;DOUBLE;dec_home_freekick_zone_crossed_rate_for_3
marts;mart_events;home_dec_freekick_zone_crossed_rate_against_3;DOUBLE;DOUBLE;dec_home_freekick_zone_crossed_rate_against_3
marts;mart_events;home_int_freekicks_for_5;HUGEINT;BIGINT;int_home_freekicks_for_5
marts;mart_events;home_dec_freekick_danger_rate_for_5;DOUBLE;DOUBLE;dec_home_freekick_danger_rate_for_5
marts;mart_events;home_dec_freekick_conversion_rate_for_5;DOUBLE;DOUBLE;dec_home_freekick_conversion_rate_for_5
marts;mart_events;home_int_freekicks_against_5;HUGEINT;BIGINT;int_home_freekicks_against_5
marts;mart_events;home_dec_freekick_danger_rate_against_5;DOUBLE;DOUBLE;dec_home_freekick_danger_rate_against_5
marts;mart_events;home_dec_freekick_conversion_rate_against_5;DOUBLE;DOUBLE;dec_home_freekick_conversion_rate_against_5
marts;mart_events;home_dec_freekick_danger_intensity_for_5;DOUBLE;DOUBLE;dec_home_freekick_danger_intensity_for_5
marts;mart_events;home_dec_freekick_danger_intensity_against_5;DOUBLE;DOUBLE;dec_home_freekick_danger_intensity_against_5
marts;mart_events;home_dec_freekick_header_share_for_5;DOUBLE;DOUBLE;dec_home_freekick_header_share_for_5
marts;mart_events;home_dec_freekick_header_share_against_5;DOUBLE;DOUBLE;dec_home_freekick_header_share_against_5
marts;mart_events;home_dec_freekick_header_goal_share_for_5;DOUBLE;DOUBLE;dec_home_freekick_header_goal_share_for_5
marts;mart_events;home_dec_freekick_header_goal_share_against_5;DOUBLE;DOUBLE;dec_home_freekick_header_goal_share_against_5
marts;mart_events;home_dec_freekick_forced_bad_clearance_rate_for_5;DOUBLE;DOUBLE;dec_home_freekick_forced_bad_clearance_rate_for_5
marts;mart_events;home_dec_freekick_clearance_fail_rate_against_5;DOUBLE;DOUBLE;dec_home_freekick_clearance_fail_rate_against_5
marts;mart_events;home_dec_freekick_headed_clearance_rate_against_5;DOUBLE;DOUBLE;dec_home_freekick_headed_clearance_rate_against_5
marts;mart_events;home_dec_freekick_direct_distance_avg_for_5;DOUBLE;DOUBLE;dec_home_freekick_direct_distance_avg_for_5
marts;mart_events;home_dec_freekick_direct_distance_avg_against_5;DOUBLE;DOUBLE;dec_home_freekick_direct_distance_avg_against_5
marts;mart_events;home_dec_freekick_direct_angle_avg_for_5;DOUBLE;DOUBLE;dec_home_freekick_direct_angle_avg_for_5
marts;mart_events;home_dec_freekick_direct_angle_avg_against_5;DOUBLE;DOUBLE;dec_home_freekick_direct_angle_avg_against_5
marts;mart_events;home_dec_freekick_zone_direct_rate_for_5;DOUBLE;DOUBLE;dec_home_freekick_zone_direct_rate_for_5
marts;mart_events;home_dec_freekick_zone_direct_rate_against_5;DOUBLE;DOUBLE;dec_home_freekick_zone_direct_rate_against_5
marts;mart_events;home_dec_freekick_zone_crossed_rate_for_5;DOUBLE;DOUBLE;dec_home_freekick_zone_crossed_rate_for_5
marts;mart_events;home_dec_freekick_zone_crossed_rate_against_5;DOUBLE;DOUBLE;dec_home_freekick_zone_crossed_rate_against_5
marts;mart_events;home_int_freekicks_for_10;HUGEINT;BIGINT;int_home_freekicks_for_10
marts;mart_events;home_dec_freekick_danger_rate_for_10;DOUBLE;DOUBLE;dec_home_freekick_danger_rate_for_10
marts;mart_events;home_dec_freekick_conversion_rate_for_10;DOUBLE;DOUBLE;dec_home_freekick_conversion_rate_for_10
marts;mart_events;home_int_freekicks_against_10;HUGEINT;BIGINT;int_home_freekicks_against_10
marts;mart_events;home_dec_freekick_danger_rate_against_10;DOUBLE;DOUBLE;dec_home_freekick_danger_rate_against_10
marts;mart_events;home_dec_freekick_conversion_rate_against_10;DOUBLE;DOUBLE;dec_home_freekick_conversion_rate_against_10
marts;mart_events;home_dec_freekick_danger_intensity_for_10;DOUBLE;DOUBLE;dec_home_freekick_danger_intensity_for_10
marts;mart_events;home_dec_freekick_danger_intensity_against_10;DOUBLE;DOUBLE;dec_home_freekick_danger_intensity_against_10
marts;mart_events;home_dec_freekick_header_share_for_10;DOUBLE;DOUBLE;dec_home_freekick_header_share_for_10
marts;mart_events;home_dec_freekick_header_share_against_10;DOUBLE;DOUBLE;dec_home_freekick_header_share_against_10
marts;mart_events;home_dec_freekick_header_goal_share_for_10;DOUBLE;DOUBLE;dec_home_freekick_header_goal_share_for_10
marts;mart_events;home_dec_freekick_header_goal_share_against_10;DOUBLE;DOUBLE;dec_home_freekick_header_goal_share_against_10
marts;mart_events;home_dec_freekick_forced_bad_clearance_rate_for_10;DOUBLE;DOUBLE;dec_home_freekick_forced_bad_clearance_rate_for_10
marts;mart_events;home_dec_freekick_clearance_fail_rate_against_10;DOUBLE;DOUBLE;dec_home_freekick_clearance_fail_rate_against_10
marts;mart_events;home_dec_freekick_headed_clearance_rate_against_10;DOUBLE;DOUBLE;dec_home_freekick_headed_clearance_rate_against_10
marts;mart_events;home_dec_freekick_direct_distance_avg_for_10;DOUBLE;DOUBLE;dec_home_freekick_direct_distance_avg_for_10
marts;mart_events;home_dec_freekick_direct_distance_avg_against_10;DOUBLE;DOUBLE;dec_home_freekick_direct_distance_avg_against_10
marts;mart_events;home_dec_freekick_direct_angle_avg_for_10;DOUBLE;DOUBLE;dec_home_freekick_direct_angle_avg_for_10
marts;mart_events;home_dec_freekick_direct_angle_avg_against_10;DOUBLE;DOUBLE;dec_home_freekick_direct_angle_avg_against_10
marts;mart_events;home_dec_freekick_zone_direct_rate_for_10;DOUBLE;DOUBLE;dec_home_freekick_zone_direct_rate_for_10
marts;mart_events;home_dec_freekick_zone_direct_rate_against_10;DOUBLE;DOUBLE;dec_home_freekick_zone_direct_rate_against_10
marts;mart_events;home_dec_freekick_zone_crossed_rate_for_10;DOUBLE;DOUBLE;dec_home_freekick_zone_crossed_rate_for_10
marts;mart_events;home_dec_freekick_zone_crossed_rate_against_10;DOUBLE;DOUBLE;dec_home_freekick_zone_crossed_rate_against_10
marts;mart_events;away_dec_yellow_cards_rolling_3;DOUBLE;DOUBLE;dec_away_yellow_cards_rolling_3
marts;mart_events;away_dec_yellow_cards_rolling_5;DOUBLE;DOUBLE;dec_away_yellow_cards_rolling_5
marts;mart_events;away_dec_yellow_cards_rolling_10;DOUBLE;DOUBLE;dec_away_yellow_cards_rolling_10
marts;mart_events;away_dec_fouls_committed_rolling_3;DOUBLE;DOUBLE;dec_away_fouls_committed_rolling_3
marts;mart_events;away_dec_fouls_committed_rolling_5;DOUBLE;DOUBLE;dec_away_fouls_committed_rolling_5
marts;mart_events;away_dec_fouls_committed_rolling_10;DOUBLE;DOUBLE;dec_away_fouls_committed_rolling_10
marts;mart_events;away_int_corners_for_3;HUGEINT;BIGINT;int_away_corners_for_3
marts;mart_events;away_dec_corner_danger_rate_for_3;DOUBLE;DOUBLE;dec_away_corner_danger_rate_for_3
marts;mart_events;away_dec_corner_conversion_rate_for_3;DOUBLE;DOUBLE;dec_away_corner_conversion_rate_for_3
marts;mart_events;away_int_corners_against_3;HUGEINT;BIGINT;int_away_corners_against_3
marts;mart_events;away_dec_corner_danger_rate_against_3;DOUBLE;DOUBLE;dec_away_corner_danger_rate_against_3
marts;mart_events;away_dec_corner_conversion_rate_against_3;DOUBLE;DOUBLE;dec_away_corner_conversion_rate_against_3
marts;mart_events;away_dec_corner_danger_intensity_for_3;DOUBLE;DOUBLE;dec_away_corner_danger_intensity_for_3
marts;mart_events;away_dec_corner_danger_intensity_against_3;DOUBLE;DOUBLE;dec_away_corner_danger_intensity_against_3
marts;mart_events;away_dec_corner_header_share_for_3;DOUBLE;DOUBLE;dec_away_corner_header_share_for_3
marts;mart_events;away_dec_corner_header_share_against_3;DOUBLE;DOUBLE;dec_away_corner_header_share_against_3
marts;mart_events;away_dec_corner_header_goal_share_for_3;DOUBLE;DOUBLE;dec_away_corner_header_goal_share_for_3
marts;mart_events;away_dec_corner_header_goal_share_against_3;DOUBLE;DOUBLE;dec_away_corner_header_goal_share_against_3
marts;mart_events;away_dec_corner_short_rate_for_3;DOUBLE;DOUBLE;dec_away_corner_short_rate_for_3
marts;mart_events;away_dec_corner_short_rate_against_3;DOUBLE;DOUBLE;dec_away_corner_short_rate_against_3
marts;mart_events;away_dec_corner_forced_bad_clearance_rate_for_3;DOUBLE;DOUBLE;dec_away_corner_forced_bad_clearance_rate_for_3
marts;mart_events;away_dec_corner_clearance_fail_rate_against_3;DOUBLE;DOUBLE;dec_away_corner_clearance_fail_rate_against_3
marts;mart_events;away_dec_corner_headed_clearance_rate_against_3;DOUBLE;DOUBLE;dec_away_corner_headed_clearance_rate_against_3
marts;mart_events;away_int_corners_for_5;HUGEINT;BIGINT;int_away_corners_for_5
marts;mart_events;away_dec_corner_danger_rate_for_5;DOUBLE;DOUBLE;dec_away_corner_danger_rate_for_5
marts;mart_events;away_dec_corner_conversion_rate_for_5;DOUBLE;DOUBLE;dec_away_corner_conversion_rate_for_5
marts;mart_events;away_int_corners_against_5;HUGEINT;BIGINT;int_away_corners_against_5
marts;mart_events;away_dec_corner_danger_rate_against_5;DOUBLE;DOUBLE;dec_away_corner_danger_rate_against_5
marts;mart_events;away_dec_corner_conversion_rate_against_5;DOUBLE;DOUBLE;dec_away_corner_conversion_rate_against_5
marts;mart_events;away_dec_corner_danger_intensity_for_5;DOUBLE;DOUBLE;dec_away_corner_danger_intensity_for_5
marts;mart_events;away_dec_corner_danger_intensity_against_5;DOUBLE;DOUBLE;dec_away_corner_danger_intensity_against_5
marts;mart_events;away_dec_corner_header_share_for_5;DOUBLE;DOUBLE;dec_away_corner_header_share_for_5
marts;mart_events;away_dec_corner_header_share_against_5;DOUBLE;DOUBLE;dec_away_corner_header_share_against_5
marts;mart_events;away_dec_corner_header_goal_share_for_5;DOUBLE;DOUBLE;dec_away_corner_header_goal_share_for_5
marts;mart_events;away_dec_corner_header_goal_share_against_5;DOUBLE;DOUBLE;dec_away_corner_header_goal_share_against_5
marts;mart_events;away_dec_corner_short_rate_for_5;DOUBLE;DOUBLE;dec_away_corner_short_rate_for_5
marts;mart_events;away_dec_corner_short_rate_against_5;DOUBLE;DOUBLE;dec_away_corner_short_rate_against_5
marts;mart_events;away_dec_corner_forced_bad_clearance_rate_for_5;DOUBLE;DOUBLE;dec_away_corner_forced_bad_clearance_rate_for_5
marts;mart_events;away_dec_corner_clearance_fail_rate_against_5;DOUBLE;DOUBLE;dec_away_corner_clearance_fail_rate_against_5
marts;mart_events;away_dec_corner_headed_clearance_rate_against_5;DOUBLE;DOUBLE;dec_away_corner_headed_clearance_rate_against_5
marts;mart_events;away_int_corners_for_10;HUGEINT;BIGINT;int_away_corners_for_10
marts;mart_events;away_dec_corner_danger_rate_for_10;DOUBLE;DOUBLE;dec_away_corner_danger_rate_for_10
marts;mart_events;away_dec_corner_conversion_rate_for_10;DOUBLE;DOUBLE;dec_away_corner_conversion_rate_for_10
marts;mart_events;away_int_corners_against_10;HUGEINT;BIGINT;int_away_corners_against_10
marts;mart_events;away_dec_corner_danger_rate_against_10;DOUBLE;DOUBLE;dec_away_corner_danger_rate_against_10
marts;mart_events;away_dec_corner_conversion_rate_against_10;DOUBLE;DOUBLE;dec_away_corner_conversion_rate_against_10
marts;mart_events;away_dec_corner_danger_intensity_for_10;DOUBLE;DOUBLE;dec_away_corner_danger_intensity_for_10
marts;mart_events;away_dec_corner_danger_intensity_against_10;DOUBLE;DOUBLE;dec_away_corner_danger_intensity_against_10
marts;mart_events;away_dec_corner_header_share_for_10;DOUBLE;DOUBLE;dec_away_corner_header_share_for_10
marts;mart_events;away_dec_corner_header_share_against_10;DOUBLE;DOUBLE;dec_away_corner_header_share_against_10
marts;mart_events;away_dec_corner_header_goal_share_for_10;DOUBLE;DOUBLE;dec_away_corner_header_goal_share_for_10
marts;mart_events;away_dec_corner_header_goal_share_against_10;DOUBLE;DOUBLE;dec_away_corner_header_goal_share_against_10
marts;mart_events;away_dec_corner_short_rate_for_10;DOUBLE;DOUBLE;dec_away_corner_short_rate_for_10
marts;mart_events;away_dec_corner_short_rate_against_10;DOUBLE;DOUBLE;dec_away_corner_short_rate_against_10
marts;mart_events;away_dec_corner_forced_bad_clearance_rate_for_10;DOUBLE;DOUBLE;dec_away_corner_forced_bad_clearance_rate_for_10
marts;mart_events;away_dec_corner_clearance_fail_rate_against_10;DOUBLE;DOUBLE;dec_away_corner_clearance_fail_rate_against_10
marts;mart_events;away_dec_corner_headed_clearance_rate_against_10;DOUBLE;DOUBLE;dec_away_corner_headed_clearance_rate_against_10
marts;mart_events;away_int_freekicks_for_3;HUGEINT;BIGINT;int_away_freekicks_for_3
marts;mart_events;away_dec_freekick_danger_rate_for_3;DOUBLE;DOUBLE;dec_away_freekick_danger_rate_for_3
marts;mart_events;away_dec_freekick_conversion_rate_for_3;DOUBLE;DOUBLE;dec_away_freekick_conversion_rate_for_3
marts;mart_events;away_int_freekicks_against_3;HUGEINT;BIGINT;int_away_freekicks_against_3
marts;mart_events;away_dec_freekick_danger_rate_against_3;DOUBLE;DOUBLE;dec_away_freekick_danger_rate_against_3
marts;mart_events;away_dec_freekick_conversion_rate_against_3;DOUBLE;DOUBLE;dec_away_freekick_conversion_rate_against_3
marts;mart_events;away_dec_freekick_danger_intensity_for_3;DOUBLE;DOUBLE;dec_away_freekick_danger_intensity_for_3
marts;mart_events;away_dec_freekick_danger_intensity_against_3;DOUBLE;DOUBLE;dec_away_freekick_danger_intensity_against_3
marts;mart_events;away_dec_freekick_header_share_for_3;DOUBLE;DOUBLE;dec_away_freekick_header_share_for_3
marts;mart_events;away_dec_freekick_header_share_against_3;DOUBLE;DOUBLE;dec_away_freekick_header_share_against_3
marts;mart_events;away_dec_freekick_header_goal_share_for_3;DOUBLE;DOUBLE;dec_away_freekick_header_goal_share_for_3
marts;mart_events;away_dec_freekick_header_goal_share_against_3;DOUBLE;DOUBLE;dec_away_freekick_header_goal_share_against_3
marts;mart_events;away_dec_freekick_forced_bad_clearance_rate_for_3;DOUBLE;DOUBLE;dec_away_freekick_forced_bad_clearance_rate_for_3
marts;mart_events;away_dec_freekick_clearance_fail_rate_against_3;DOUBLE;DOUBLE;dec_away_freekick_clearance_fail_rate_against_3
marts;mart_events;away_dec_freekick_headed_clearance_rate_against_3;DOUBLE;DOUBLE;dec_away_freekick_headed_clearance_rate_against_3
marts;mart_events;away_dec_freekick_direct_distance_avg_for_3;DOUBLE;DOUBLE;dec_away_freekick_direct_distance_avg_for_3
marts;mart_events;away_dec_freekick_direct_distance_avg_against_3;DOUBLE;DOUBLE;dec_away_freekick_direct_distance_avg_against_3
marts;mart_events;away_dec_freekick_direct_angle_avg_for_3;DOUBLE;DOUBLE;dec_away_freekick_direct_angle_avg_for_3
marts;mart_events;away_dec_freekick_direct_angle_avg_against_3;DOUBLE;DOUBLE;dec_away_freekick_direct_angle_avg_against_3
marts;mart_events;away_dec_freekick_zone_direct_rate_for_3;DOUBLE;DOUBLE;dec_away_freekick_zone_direct_rate_for_3
marts;mart_events;away_dec_freekick_zone_direct_rate_against_3;DOUBLE;DOUBLE;dec_away_freekick_zone_direct_rate_against_3
marts;mart_events;away_dec_freekick_zone_crossed_rate_for_3;DOUBLE;DOUBLE;dec_away_freekick_zone_crossed_rate_for_3
marts;mart_events;away_dec_freekick_zone_crossed_rate_against_3;DOUBLE;DOUBLE;dec_away_freekick_zone_crossed_rate_against_3
marts;mart_events;away_int_freekicks_for_5;HUGEINT;BIGINT;int_away_freekicks_for_5
marts;mart_events;away_dec_freekick_danger_rate_for_5;DOUBLE;DOUBLE;dec_away_freekick_danger_rate_for_5
marts;mart_events;away_dec_freekick_conversion_rate_for_5;DOUBLE;DOUBLE;dec_away_freekick_conversion_rate_for_5
marts;mart_events;away_int_freekicks_against_5;HUGEINT;BIGINT;int_away_freekicks_against_5
marts;mart_events;away_dec_freekick_danger_rate_against_5;DOUBLE;DOUBLE;dec_away_freekick_danger_rate_against_5
marts;mart_events;away_dec_freekick_conversion_rate_against_5;DOUBLE;DOUBLE;dec_away_freekick_conversion_rate_against_5
marts;mart_events;away_dec_freekick_danger_intensity_for_5;DOUBLE;DOUBLE;dec_away_freekick_danger_intensity_for_5
marts;mart_events;away_dec_freekick_danger_intensity_against_5;DOUBLE;DOUBLE;dec_away_freekick_danger_intensity_against_5
marts;mart_events;away_dec_freekick_header_share_for_5;DOUBLE;DOUBLE;dec_away_freekick_header_share_for_5
marts;mart_events;away_dec_freekick_header_share_against_5;DOUBLE;DOUBLE;dec_away_freekick_header_share_against_5
marts;mart_events;away_dec_freekick_header_goal_share_for_5;DOUBLE;DOUBLE;dec_away_freekick_header_goal_share_for_5
marts;mart_events;away_dec_freekick_header_goal_share_against_5;DOUBLE;DOUBLE;dec_away_freekick_header_goal_share_against_5
marts;mart_events;away_dec_freekick_forced_bad_clearance_rate_for_5;DOUBLE;DOUBLE;dec_away_freekick_forced_bad_clearance_rate_for_5
marts;mart_events;away_dec_freekick_clearance_fail_rate_against_5;DOUBLE;DOUBLE;dec_away_freekick_clearance_fail_rate_against_5
marts;mart_events;away_dec_freekick_headed_clearance_rate_against_5;DOUBLE;DOUBLE;dec_away_freekick_headed_clearance_rate_against_5
marts;mart_events;away_dec_freekick_direct_distance_avg_for_5;DOUBLE;DOUBLE;dec_away_freekick_direct_distance_avg_for_5
marts;mart_events;away_dec_freekick_direct_distance_avg_against_5;DOUBLE;DOUBLE;dec_away_freekick_direct_distance_avg_against_5
marts;mart_events;away_dec_freekick_direct_angle_avg_for_5;DOUBLE;DOUBLE;dec_away_freekick_direct_angle_avg_for_5
marts;mart_events;away_dec_freekick_direct_angle_avg_against_5;DOUBLE;DOUBLE;dec_away_freekick_direct_angle_avg_against_5
marts;mart_events;away_dec_freekick_zone_direct_rate_for_5;DOUBLE;DOUBLE;dec_away_freekick_zone_direct_rate_for_5
marts;mart_events;away_dec_freekick_zone_direct_rate_against_5;DOUBLE;DOUBLE;dec_away_freekick_zone_direct_rate_against_5
marts;mart_events;away_dec_freekick_zone_crossed_rate_for_5;DOUBLE;DOUBLE;dec_away_freekick_zone_crossed_rate_for_5
marts;mart_events;away_dec_freekick_zone_crossed_rate_against_5;DOUBLE;DOUBLE;dec_away_freekick_zone_crossed_rate_against_5
marts;mart_events;away_int_freekicks_for_10;HUGEINT;BIGINT;int_away_freekicks_for_10
marts;mart_events;away_dec_freekick_danger_rate_for_10;DOUBLE;DOUBLE;dec_away_freekick_danger_rate_for_10
